address,business_name,categories,price_range,rank,rating,review_count,url
366 Columbus Ave Upper West Side,Shake Shack,"Burgers,Hot Dogs,Ice Cream &amp; Frozen Yogurt",$$,179,4.0,2348,https://www.yelp.com/biz/shake-shack-new-york-5
990 Washington Ave Prospect Park,Brooklyn Botanic Garden,Botanical Gardens,,180,4.5,768,https://www.yelp.com/biz/brooklyn-botanic-garden-brooklyn-2
9 W 53rd St Midtown West,The Modern,American (New),$$$$,181,4.5,1014,https://www.yelp.com/biz/the-modern-new-york-3
5W 32nd St Koreatown,BCD Tofu House,Korean,$$,182,4.0,2025,https://www.yelp.com/biz/bcd-tofu-house-new-york-3
219 Mulberry St Nolita,Ruby’s Cafe,"Burgers,Coffee &amp; Tea,Breakfast &amp; Brunch",$$,183,4.0,1191,https://www.yelp.com/biz/rubys-cafe-new-york-2
28 E 12th St Union Square,Num Pang Kitchen,"Cambodian,Sandwiches",$$,184,4.0,1401,https://www.yelp.com/biz/num-pang-kitchen-new-york-6
68 Clinton St Lower East Side,Pig and Khao,"Filipino,Thai,Asian Fusion",$$,185,4.0,1653,https://www.yelp.com/biz/pig-and-khao-new-york
17 E 48th St Midtown East,Hatsuhana Sushi Restaurant,"Japanese,Sushi Bars",$$$,186,4.0,1337,https://www.yelp.com/biz/hatsuhana-sushi-restaurant-new-york
354 Metropolitan Ave Williamsburg - North Side,Fette Sau,"Barbeque,Cocktail Bars",$$,187,4.0,2252,https://www.yelp.com/biz/fette-sau-brooklyn
79 Baxter St Chinatown,Whiskey Tavern,Whiskey Bars,$$,188,4.5,784,https://www.yelp.com/biz/whiskey-tavern-new-york
113 W 116th St Harlem,Amy Ruth’s,"Southern,Soul Food",$$,189,4.0,2590,https://www.yelp.com/biz/amy-ruths-new-york
21 E 16th St Union Square,Tsurutontan Udon Noodle Brasserie,"Japanese,Noodles,Soup",$$,190,4.0,1853,https://www.yelp.com/biz/tsurutontan-udon-noodle-brasserie-new-york
219 Mulberry St Nolita,Ruby’s Cafe,"Burgers,Coffee &amp; Tea,Breakfast &amp; Brunch",$$,191,4.0,1191,https://www.yelp.com/biz/rubys-cafe-new-york-2
28 E 12th St Union Square,Num Pang Kitchen,"Cambodian,Sandwiches",$$,192,4.0,1401,https://www.yelp.com/biz/num-pang-kitchen-new-york-6
68 Clinton St Lower East Side,Pig and Khao,"Filipino,Thai,Asian Fusion",$$,193,4.0,1653,https://www.yelp.com/biz/pig-and-khao-new-york
17 E 48th St Midtown East,Hatsuhana Sushi Restaurant,"Japanese,Sushi Bars",$$$,194,4.0,1337,https://www.yelp.com/biz/hatsuhana-sushi-restaurant-new-york
354 Metropolitan Ave Williamsburg - North Side,Fette Sau,"Barbeque,Cocktail Bars",$$,195,4.0,2252,https://www.yelp.com/biz/fette-sau-brooklyn
79 Baxter St Chinatown,Whiskey Tavern,Whiskey Bars,$$,196,4.5,784,https://www.yelp.com/biz/whiskey-tavern-new-york
113 W 116th St Harlem,Amy Ruth’s,"Southern,Soul Food",$$,197,4.0,2590,https://www.yelp.com/biz/amy-ruths-new-york
21 E 16th St Union Square,Tsurutontan Udon Noodle Brasserie,"Japanese,Noodles,Soup",$$,198,4.0,1853,https://www.yelp.com/biz/tsurutontan-udon-noodle-brasserie-new-york
511 E 12th St East Village,Raclette,"Sandwiches,French,Burgers",$$,199,4.0,1353,https://www.yelp.com/biz/raclette-new-york
509 Myrtle Ave Clinton Hill,Soco,"Cajun/Creole,Barbeque,Soul Food",$$,200,4.0,2137,https://www.yelp.com/biz/soco-brooklyn
37-10 30th Ave Astoria,Butcher Bar,"Barbeque,Burgers",$$,201,4.0,1995,https://www.yelp.com/biz/butcher-bar-astoria-2
10 Mott St Chinatown,Minus10 Ice Cream,Ice Cream &amp; Frozen Yogurt,$,202,4.0,1265,https://www.yelp.com/biz/minus10-ice-cream-new-york
106 Mott St Little Italy,Sweet Moment,"Coffee &amp; Tea,Ice Cream &amp; Frozen Yogurt,Waffles",$$,203,4.5,819,https://www.yelp.com/biz/sweet-moment-new-york
63 W 37th St Midtown West,Pokeworks,"Sushi Bars,Poke,Salad",$$,204,4.0,1742,https://www.yelp.com/biz/pokeworks-new-york-12
251 E 13th St East Village,Milk Bar East Village,"Bakeries,Desserts,Patisserie/Cake Shop",$$,205,3.5,3336,https://www.yelp.com/biz/milk-bar-east-village-new-york-2
88 Reade St TriBeCa,Nish Nush,"Vegetarian,Moroccan,Greek",$$,206,4.5,714,https://www.yelp.com/biz/nish-nush-new-york
127 Orchard St Lower East Side,Russ &amp; Daughters Cafe,"Bagels,Coffee &amp; Tea,Delis",$$,207,4.0,1003,https://www.yelp.com/biz/russ-and-daughters-cafe-new-york-5
224 Lafayette St SoHo,Jack’s Wife Freda,"Breakfast &amp; Brunch,Mediterranean,American (New)",$$,208,4.0,1888,https://www.yelp.com/biz/jacks-wife-freda-new-york
167 E 33rd St Murray Hill,Cask Bar &amp; Kitchen,"Bars,American (New),Breakfast &amp; Brunch",$$,209,4.0,1348,https://www.yelp.com/biz/cask-bar-and-kitchen-new-york
85 2nd Ave East Village,Nai Tapas,"Tapas Bars,Tapas/Small Plates,Spanish",$$,210,4.5,923,https://www.yelp.com/biz/nai-tapas-new-york-5
97 Sullivan St South Village,Blue Ribbon Brasserie - SoHo,"American (Traditional),Cocktail Bars",$$$,211,4.5,934,https://www.yelp.com/biz/blue-ribbon-brasserie-soho-new-york
79 MacDougal St Greenwich Village,Mermaid Oyster Bar,"Seafood,Live/Raw Food",$$,212,4.0,1086,https://www.yelp.com/biz/mermaid-oyster-bar-new-york-2
134 Reade St TriBeCa,Marc Forgione,American (New),$$$,213,4.5,920,https://www.yelp.com/biz/marc-forgione-new-york-2
81 E 7th St East Village,Abraço,"Coffee Roasteries,Bakeries",$$,214,4.5,841,https://www.yelp.com/biz/abra%C3%A7o-new-york-4
20 W 33rd St Koreatown,Turntable Chicken Jazz,"Chicken Wings,Bars,Korean",$$,215,4.0,2030,https://www.yelp.com/biz/turntable-chicken-jazz-new-york-2
75 Washington Pl Greenwich Village,Blue Hill,American (New),$$$$,216,4.5,1000,https://www.yelp.com/biz/blue-hill-new-york
16 Delancey St Lower East Side,Cocoron,"Japanese,Noodles,Vegan",$$,217,4.0,993,https://www.yelp.com/biz/cocoron-new-york-3
151 W 46th St Theater District,Havana Central,"Cuban,Latin American",$$,218,4.0,2332,https://www.yelp.com/biz/havana-central-new-york-6
273 W 38th St Midtown West,Go! Go! Curry!,Japanese Curry,$$,219,4.0,1452,https://www.yelp.com/biz/go-go-curry-new-york
251 E Houston St Lower East Side,Gaia Italian Café,Italian,$,220,4.0,985,https://www.yelp.com/biz/gaia-italian-caf%C3%A9-new-york
260 Bleecker St West Village,Faicco’s Italian Specialties,"Meat Shops,Italian",$$,221,4.5,518,https://www.yelp.com/biz/faiccos-italian-specialties-new-york
248 W 55th St Midtown West,Vida Verde,"Cocktail Bars,Mexican,Venues &amp; Event Spaces",$$,222,4.5,1130,https://www.yelp.com/biz/vida-verde-new-york
222 Thompson St Greenwich Village,Cuba Restaurant and Rum Bar,Cuban,$$,223,4.0,1549,https://www.yelp.com/biz/cuba-restaurant-and-rum-bar-new-york
110 Rivington St Lower East Side,Verlaine,"Tapas/Small Plates,Lounges,Cocktail Bars",$$,224,4.0,1429,https://www.yelp.com/biz/verlaine-new-york-2
Freeman Alley Lower East Side,Freemans,"Breakfast &amp; Brunch,Lounges,American (Traditional)",$$,225,4.0,2058,https://www.yelp.com/biz/freemans-new-york-3
355 W 46th St Midtown West,Becco,Italian,$$$,226,3.5,2859,https://www.yelp.com/biz/becco-new-york-4
4222 8th Ave Borough Park,Ba Xuyen,"Vietnamese,Sandwiches",$,227,4.5,658,https://www.yelp.com/biz/ba-xuyen-brooklyn-2
811 53rd St Borough Park,Laojie Hotpot,Hot Pot,$$,228,4.5,575,https://www.yelp.com/biz/laojie-hotpot-brooklyn-4
96 2nd Ave East Village,The Mermaid Inn,Seafood,$$,229,4.0,1322,https://www.yelp.com/biz/the-mermaid-inn-new-york
456 Hudson St West Village,Takashi,"Japanese,Korean,Barbeque",$$$,230,4.0,978,https://www.yelp.com/biz/takashi-new-york
1 Water St DUMBO,The River Café,"American (New),Wine Bars,Venues &amp; Event Spaces",$$$$,231,4.0,1122,https://www.yelp.com/biz/the-river-caf%C3%A9-brooklyn-3
17 Clinton St Lower East Side,Rizzo’s Fine Pizza,"Pizza,Wine Bars,Beer Bar",$$,232,4.5,720,https://www.yelp.com/biz/rizzos-fine-pizza-new-york-4
54 Stone St Financial District,Adrienne’s Pizzabar,"Pizza,Italian,Beer Bar",$$,233,4.0,1650,https://www.yelp.com/biz/adriennes-pizzabar-new-york
1 Doyers St Chinatown,Tasty Hand-Pulled Noodles,"Chinese,Noodles",$,234,4.0,1590,https://www.yelp.com/biz/tasty-hand-pulled-noodles-new-york
536 E 5th St East Village,Minca,Ramen,$$,235,4.0,1665,https://www.yelp.com/biz/minca-new-york
113 St Marks Pl East Village,Please Don’t Tell,"Lounges,Speakeasies",$$$,236,4.0,1801,https://www.yelp.com/biz/please-dont-tell-new-york-2
124 W 25th St Chelsea,Johny’s Luncheonette,"American (Traditional),Breakfast &amp; Brunch",$,237,4.5,968,https://www.yelp.com/biz/johnys-luncheonette-new-york
5-48 49th Ave Hunters Point,Casa Enrique,Mexican,$$,238,4.0,1183,https://www.yelp.com/biz/casa-enrique-long-island-city
311 W 48th St Theater District,Patzeria Family &amp; Friends,"Italian,Pizza,Breakfast &amp; Brunch",$$,239,4.5,1103,https://www.yelp.com/biz/patzeria-family-and-friends-new-york
400 5th Ave Midtown West,Ai Fiori,"Italian,French,Cocktail Bars",$$$$,240,4.0,1260,https://www.yelp.com/biz/ai-fiori-new-york
142 Mercer St SoHo,Lure Fishbar,"Seafood,Sushi Bars,Bars",$$$,241,4.0,1653,https://www.yelp.com/biz/lure-fishbar-new-york-2
667 Lexington Ave Midtown East,Little Collins,"Coffee &amp; Tea,Breakfast &amp; Brunch,Sandwiches",$$,242,4.5,825,https://www.yelp.com/biz/little-collins-new-york-3
377 Greenwich St TriBeCa,Locanda Verde,"Italian,Cocktail Bars,Breakfast &amp; Brunch",$$$,243,4.0,1621,https://www.yelp.com/biz/locanda-verde-new-york
351 Amsterdam Ave Upper West Side,Levain Bakery,"Bakeries,Coffee &amp; Tea,Desserts",$$,244,4.5,532,https://www.yelp.com/biz/levain-bakery-new-york-5
133 Mulberry St Little Italy,Aunt Jake’s,"Italian,Wine Bars,Pasta Shops",$$,245,4.0,1462,https://www.yelp.com/biz/aunt-jakes-new-york
48 1/2 E 7th St East Village,Van Leeuwen Ice Cream,"Desserts,Coffee &amp; Tea,Ice Cream &amp; Frozen Yogurt",$$,246,4.0,949,https://www.yelp.com/biz/van-leeuwen-ice-cream-new-york-23
187 9th Ave Chelsea,Blossom,Vegan,$$$,247,4.0,1056,https://www.yelp.com/biz/blossom-new-york-3
649 Washington St West Village,Malatesta Trattoria,Italian,$$,248,4.0,1237,https://www.yelp.com/biz/malatesta-trattoria-new-york
55 Bond St NoHo,Fish Cheeks,"Seafood,Thai,Live/Raw Food",$$,249,4.5,629,https://www.yelp.com/biz/fish-cheeks-new-york
222 Lafayette St SoHo,BoCaphe,"Vietnamese,French,Asian Fusion",$$,250,4.0,1523,https://www.yelp.com/biz/bocaph%C3%AA-new-york-3
75 E 4th St East Village,Sushi By M,Sushi Bars,$$$,251,4.5,422,https://www.yelp.com/biz/sushi-by-m-new-york
305 Nevins St Gowanus,Ample Hills Creamery,Ice Cream &amp; Frozen Yogurt,$,252,4.5,551,https://www.yelp.com/biz/ample-hills-creamery-brooklyn-5
21-76 31st St Astoria,Trattoria L’incontro,"Italian,Pizza,Salad",$$$,253,4.5,929,https://www.yelp.com/biz/trattoria-l-incontro-astoria-2
119 7th Ave Chelsea,Cafeteria,"American (New),Cocktail Bars,Comfort Food",$$,254,3.5,3302,https://www.yelp.com/biz/cafeteria-new-york
52 E 41st St Midtown East,Benjamin Steakhouse,"Steakhouses,Seafood",$$$$,255,4.0,1201,https://www.yelp.com/biz/benjamin-steakhouse-new-york-2
2167 Frederick Douglass Blvd Harlem,Levain Bakery,Bakeries,$$,256,4.5,723,https://www.yelp.com/biz/levain-bakery-new-york-3
433 Broome St SoHo,Harney &amp; Sons SoHo,Coffee &amp; Tea,$$,257,4.5,734,https://www.yelp.com/biz/harney-and-sons-soho-new-york
Columbia Heights Brooklyn Heights,Brooklyn Heights Promenade,Parks,,258,5.0,316,https://www.yelp.com/biz/brooklyn-heights-promenade-brooklyn
242 E 81st St Upper East Side,Luke’s Lobster Upper East Side,Seafood,$$,259,4.0,1146,https://www.yelp.com/biz/lukes-lobster-upper-east-side-new-york
231 W 46th St Theater District,Patzeria Perfect Pizza,"Pizza,Diners",$,260,4.0,1605,https://www.yelp.com/biz/patzeria-perfect-pizza-new-york
101 E 19th St Flatiron,Union Square Cafe,"American (New),Cafes,Bars",$$$,261,4.0,1220,https://www.yelp.com/biz/union-square-cafe-new-york-8
61 Delancey St Lower East Side,Petee’s Pie Company,"Bakeries,Coffee &amp; Tea,Desserts",$,262,4.5,741,https://www.yelp.com/biz/petees-pie-company-new-york
94 Ave C Alphabet City,Bobwhite Counter,"Southern,Comfort Food,Beer, Wine &amp; Spirits",$$,263,4.5,792,https://www.yelp.com/biz/bobwhite-counter-new-york-7
12 E 32nd St Midtown East,HanGawi,"Vegetarian,Korean,Vegan",$$$,264,4.0,1163,https://www.yelp.com/biz/hangawi-new-york
249 Broome St Lower East Side,Zest Sushi,"Sushi Bars,Japanese,Thai",$$,265,4.0,824,https://www.yelp.com/biz/zest-sushi-new-york-3
506 Laguardia Pl Greenwich Village,Bosie,"Coffee &amp; Tea,Breakfast &amp; Brunch,Bakeries",$$,266,4.0,938,https://www.yelp.com/biz/bosie-new-york
152 Prince St South Village,Chobani SoHo,"Coffee &amp; Tea,Sandwiches,Cafes",$,267,4.5,655,https://www.yelp.com/biz/chobani-soho-new-york
280 Bleecker St West Village,Fish,Seafood,$$,268,4.0,1441,https://www.yelp.com/biz/fish-new-york
35-12 Ditmars Blvd Astoria,The Thirsty Koala,"Australian,Bars,Breakfast &amp; Brunch",$$,269,4.5,1077,https://www.yelp.com/biz/the-thirsty-koala-astoria
1 Washington Sq E Greenwich Village,Washington Square Park,Parks,,270,4.5,561,https://www.yelp.com/biz/washington-square-park-new-york
295 3rd Ave Gowanus,Baba’s Pierogies,"Modern European,Slovakian",$$,271,4.5,394,https://www.yelp.com/biz/babas-pierogies-brooklyn
307 E 9th St East Village,MUD,"Coffee &amp; Tea,Breakfast &amp; Brunch,Beer Bar",$$,272,4.0,1169,https://www.yelp.com/biz/mud-new-york-3
75-59 31st Ave Jackson Heights,Cannelle Patisserie,"Bakeries,Desserts,Coffee &amp; Tea",$$,273,4.5,752,https://www.yelp.com/biz/cannelle-patisserie-east-elmhurst
18 Bedford Ave Greenpoint,Five Leaves,"American (New),Coffee &amp; Tea,Bars",$$,274,4.0,1601,https://www.yelp.com/biz/five-leaves-brooklyn-2
781 Franklin Ave Crown Heights,Barboncino Pizza &amp; Bar,"Pizza,Bars,Italian",$$,275,4.0,949,https://www.yelp.com/biz/barboncino-pizza-and-bar-brooklyn-2
119 Sullivan St South Village,Blue Ribbon Sushi,"Sushi Bars,Japanese",$$,276,4.0,1101,https://www.yelp.com/biz/blue-ribbon-sushi-new-york
25 Murray St Civic Center,Takahachi Bakery,"Bakeries,Japanese,Coffee &amp; Tea",$$,277,4.0,900,https://www.yelp.com/biz/takahachi-bakery-new-york
113 N 3rd St Williamsburg - North Side,Radegast Hall and Biergarten,"Pubs,German,Venues &amp; Event Spaces",$$,278,4.0,1325,https://www.yelp.com/biz/radegast-hall-and-biergarten-brooklyn
157 Bleecker St Greenwich Village,Carroll Place,"Italian,Venues &amp; Event Spaces,Cocktail Bars",$$,279,4.0,1078,https://www.yelp.com/biz/carroll-place-new-york
242 W 16th St Chelsea,The Grey Dog,"Breakfast &amp; Brunch,American (Traditional),Salad",$$,280,4.0,1106,https://www.yelp.com/biz/the-grey-dog-new-york-5
295 3rd Ave Gowanus,Baba’s Pierogies,"Modern European,Slovakian",$$,281,4.5,394,https://www.yelp.com/biz/babas-pierogies-brooklyn
307 E 9th St East Village,MUD,"Coffee &amp; Tea,Breakfast &amp; Brunch,Beer Bar",$$,282,4.0,1169,https://www.yelp.com/biz/mud-new-york-3
43 W 46th St Midtown West,Ipanema Restaurant,"Brazilian,Portuguese,Steakhouses",$$,283,4.0,1377,https://www.yelp.com/biz/ipanema-restaurant-new-york
75-59 31st Ave Jackson Heights,Cannelle Patisserie,"Bakeries,Desserts,Coffee &amp; Tea",$$,284,4.5,752,https://www.yelp.com/biz/cannelle-patisserie-east-elmhurst
18 Bedford Ave Greenpoint,Five Leaves,"American (New),Coffee &amp; Tea,Bars",$$,285,4.0,1601,https://www.yelp.com/biz/five-leaves-brooklyn-2
781 Franklin Ave Crown Heights,Barboncino Pizza &amp; Bar,"Pizza,Bars,Italian",$$,286,4.0,949,https://www.yelp.com/biz/barboncino-pizza-and-bar-brooklyn-2
119 Sullivan St South Village,Blue Ribbon Sushi,"Sushi Bars,Japanese",$$,287,4.0,1101,https://www.yelp.com/biz/blue-ribbon-sushi-new-york
25 Murray St Civic Center,Takahachi Bakery,"Bakeries,Japanese,Coffee &amp; Tea",$$,288,4.0,900,https://www.yelp.com/biz/takahachi-bakery-new-york
157 Bleecker St Greenwich Village,Carroll Place,"Italian,Venues &amp; Event Spaces,Cocktail Bars",$$,289,4.0,1078,https://www.yelp.com/biz/carroll-place-new-york
242 W 16th St Chelsea,The Grey Dog,"Breakfast &amp; Brunch,American (Traditional),Salad",$$,290,4.0,1106,https://www.yelp.com/biz/the-grey-dog-new-york-5
2 Rivington St Lower East Side,Morgenstern’s Finest Ice Cream,Ice Cream &amp; Frozen Yogurt,$$,291,4.0,1479,https://www.yelp.com/biz/morgensterns-finest-ice-cream-new-york-2
53 W 19th St Flatiron,Boqueria Flatiron,"Spanish,Tapas Bars,Wine Bars",$$$,292,4.0,1244,https://www.yelp.com/biz/boqueria-flatiron-new-york-4
782 Washington Ave Prospect Heights,Tom’s,"Diners,American (Traditional),Breakfast &amp; Brunch",$$,293,4.0,1299,https://www.yelp.com/biz/toms-brooklyn
211 1st Ave East Village,Luzzos La Pizza Napoletana,"Italian,Pizza",$$,294,4.0,1042,https://www.yelp.com/biz/luzzos-la-pizza-napoletana-new-york-10
2167 Broadway Upper West Side,Beard Papa’s,"Bakeries,Desserts,Coffee &amp; Tea",$,295,4.5,811,https://www.yelp.com/biz/beard-papas-new-york
37 W 26th St Flatiron,The Flatiron Room,"Lounges,Jazz &amp; Blues,American (Traditional)",$$$,296,4.5,793,https://www.yelp.com/biz/the-flatiron-room-new-york-3
334 W 46th St Midtown West,Dim Sum Palace,"Dim Sum,Cantonese",$$,297,4.0,1249,https://www.yelp.com/biz/dim-sum-palace-new-york-8
146 W Houston St Greenwich Village,Song E Napule,"Pizza,Italian",$$,298,4.5,470,https://www.yelp.com/biz/song-e-napule-new-york
139 1st Ave East Village,Stuffed Ice Cream,Ice Cream &amp; Frozen Yogurt,$,299,4.5,673,https://www.yelp.com/biz/stuffed-ice-cream-new-york-3
55 3rd Ave East Village,The Smith,"American (New),Breakfast &amp; Brunch,Cocktail Bars",$$,300,3.5,1954,https://www.yelp.com/biz/the-smith-new-york
146 W Houston St Greenwich Village,Song E Napule,"Pizza,Italian",$$,301,4.5,470,https://www.yelp.com/biz/song-e-napule-new-york
139 1st Ave East Village,Stuffed Ice Cream,Ice Cream &amp; Frozen Yogurt,$,302,4.5,673,https://www.yelp.com/biz/stuffed-ice-cream-new-york-3
55 3rd Ave East Village,The Smith,"American (New),Breakfast &amp; Brunch,Cocktail Bars",$$,303,3.5,1954,https://www.yelp.com/biz/the-smith-new-york
218 Lafayette St SoHo,Osteria Morini,"Italian,Cocktail Bars,Wine Bars",$$$,304,4.0,1164,https://www.yelp.com/biz/osteria-morini-new-york-3
1084 Flushing Ave East Williamsburg,Bunna Cafe,"Ethiopian,Vegan,African",$$,305,4.5,607,https://www.yelp.com/biz/bunna-cafe-brooklyn
43 E 19th St Flatiron,Craft,"American (New),Bars,Seafood",$$$$,306,4.0,1014,https://www.yelp.com/biz/craft-new-york
207 W 14th St Chelsea,Coppelia,Cuban,$$,307,4.0,1347,https://www.yelp.com/biz/coppelia-new-york
13 E 37th St Midtown East,Café China,Szechuan,$$,308,4.0,1622,https://www.yelp.com/biz/caf%C3%A9-china-new-york-2
18 Cornelia St West Village,Pearl Oyster Bar,"Seafood,Wine Bars,Tapas/Small Plates",$$$,309,4.0,825,https://www.yelp.com/biz/pearl-oyster-bar-new-york
18 Harrison Pl East Williamsburg,Otis,"American (New),Cocktail Bars",$$,310,5.0,297,https://www.yelp.com/biz/otis-brooklyn-2
23 Clinton St Lower East Side,Boba Guys,"Coffee &amp; Tea,Bubble Tea",$,311,4.0,667,https://www.yelp.com/biz/boba-guys-new-york
627 9th Ave Midtown West,Rudy’s Bar &amp; Grill,"Dive Bars,Hot Dogs",$,312,4.0,1101,https://www.yelp.com/biz/rudys-bar-and-grill-new-york
140 E 41st St Midtown East,Num Pang Kitchen,"Cambodian,Sandwiches",$$,313,4.0,1120,https://www.yelp.com/biz/num-pang-kitchen-new-york-2
30 E 13th St Union Square,Taboonette,"Mediterranean,Middle Eastern,American (New)",$$,314,4.0,848,https://www.yelp.com/biz/taboonette-new-york
72 W 38th St Midtown West,Culture Espresso,Coffee &amp; Tea,$$,315,4.0,931,https://www.yelp.com/biz/culture-espresso-new-york
120 Rivington St Lower East Side,Supermoon Bakehouse,Bakeries,$$,316,4.0,709,https://www.yelp.com/biz/supermoon-bakehouse-new-york
241 S 4th St Williamsburg - South Side,Xixa,"Mexican,Tapas/Small Plates",$$$,317,4.5,575,https://www.yelp.com/biz/xixa-brooklyn
178 Lexington Ave Midtown East,Vezzo,"Pizza,Pasta Shops",$$,318,4.0,1292,https://www.yelp.com/biz/vezzo-new-york-2
171 Spring St South Village,Boqueria Soho,"Spanish,Tapas Bars,Tapas/Small Plates",$$,319,4.0,1007,https://www.yelp.com/biz/boqueria-soho-new-york-2
9 Maiden Ln Financial District,La Parisienne,"French,Breakfast &amp; Brunch,Wine Bars",$$,320,4.5,466,https://www.yelp.com/biz/la-parisienne-new-york-5
9 Maiden Ln Financial District,La Parisienne,"French,Breakfast &amp; Brunch,Wine Bars",$$,321,4.5,466,https://www.yelp.com/biz/la-parisienne-new-york-5
200 Eastern Pkwy Prospect Heights,Brooklyn Museum,Art Museums,,322,4.5,609,https://www.yelp.com/biz/brooklyn-museum-brooklyn-2
